1.5635,0.0099,-4.0918
1.5756,0.0098,-4.0918
1.5878,0.0095,-4.0918
1.5999,0.0093,-4.0918
1.6121,0.0091,-4.0918
1.6242,0.0088,-4.0918
1.6364,0.0085,-4.0918
1.6485,0.0081,-4.0918
1.6607,0.0079,-4.0918
1.6728,0.0077,-4.0918
1.6849,0.0074,-4.0918
1.6971,0.0071,-4.0918
1.7092,0.0067,-4.0918
1.7214,0.0063,-4.0918
1.7335,0.0061,-4.0918
1.7457,0.0060,-4.0918
1.7578,0.0059,-4.0918
1.7700,0.0061,-4.0918
1.7821,0.0064,-4.0918
1.7943,0.0065,-4.0918
1.8064,0.0066,-4.0918
1.8186,0.0066,-4.0918
1.8307,0.0068,-4.0918
1.8429,0.0069,-4.0918
1.8550,0.0070,-4.0918
1.8672,0.0071,-4.0918
1.8793,0.0071,-4.0918
1.8915,0.0069,-4.0918
1.9037,0.0068,-4.0918
1.9158,0.0066,-4.0918
1.9280,0.0065,-4.0918
1.9401,0.0065,-4.0918
1.9523,0.0066,-4.0918
1.9644,0.0066,-4.0918
1.9766,0.0067,-4.0918
1.9887,0.0067,-4.0918
2.0009,0.0067,-4.0918
2.0130,0.0067,-4.0918
2.0252,0.0065,-4.0918
2.0374,0.0063,-4.0918
2.0495,0.0062,-4.0918
2.0617,0.0060,-4.0918
2.0738,0.0059,-4.0918
2.0860,0.0059,-4.0918
2.0982,0.0058,-4.0918
2.1103,0.0060,-4.0918
2.1225,0.0063,-4.0918
2.1346,0.0066,-4.0918
2.1468,0.0070,-4.0918
2.1590,0.0073,-4.0918
2.1711,0.0077,-4.0918
2.1833,0.0083,-4.0918
2.1954,0.0088,-4.0918
2.2076,0.0094,-4.0918
2.2198,0.0101,-4.0918
2.2319,0.0106,-4.0918
2.2441,0.0111,-4.0918
2.2562,0.0115,-4.0918
2.2684,0.0116,-4.0918
2.2806,0.0116,-4.0918
2.2927,0.0116,-4.0918
2.3049,0.0114,-4.0918
2.3171,0.0113,-4.0918
2.3292,0.0110,-4.0918
2.3414,0.0106,-4.0918
2.3536,0.0100,-4.0918
