"Open Spline TW_left: 3D PCS Points"
4.3925,4.9895,-3.2443
4.3919,5.0017,-3.2443
4.3914,5.0139,-3.2443
4.3911,5.0261,-3.2443
4.3907,5.0383,-3.2443
4.3905,5.0505,-3.2443
4.3906,5.0626,-3.2443
4.3911,5.0748,-3.2443
4.3920,5.0870,-3.2443
4.3931,5.0992,-3.2444
4.3944,5.1114,-3.2444
4.3958,5.1236,-3.2444
4.3970,5.1358,-3.2444
4.3981,5.1480,-3.2444
4.3989,5.1599,-3.2443
4.3995,5.1688,-3.2444
4.4001,5.1751,-3.2443
4.4008,5.1845,-3.2443
4.4020,5.1967,-3.2443
4.4033,5.2089,-3.2443
4.4049,5.2210,-3.2443
4.4065,5.2332,-3.2444
4.4080,5.2454,-3.2444
4.4094,5.2576,-3.2444
4.4106,5.2698,-3.2444
4.4117,5.2798,-3.2444
4.4123,5.2868,-3.2443
4.4132,5.2950,-3.2443
4.4145,5.3063,-3.2443
4.4159,5.3185,-3.2443
4.4174,5.3307,-3.2443
4.4185,5.3429,-3.2443
4.4194,5.3551,-3.2443
4.4203,5.3673,-3.2444
4.4212,5.3795,-3.2444
4.4223,5.3917,-3.2444
4.4235,5.4028,-3.2444
4.4245,5.4109,-3.2443
4.4255,5.4181,-3.2443
4.4270,5.4282,-3.2443
4.4286,5.4404,-3.2443
4.4302,5.4526,-3.2443
4.4317,5.4648,-3.2443
4.4334,5.4770,-3.2443
4.4352,5.4892,-3.2443
4.4366,5.4984,-3.2443
4.4375,5.5046,-3.2444
4.4388,5.5136,-3.2444
4.4406,5.5258,-3.2444
4.4423,5.5379,-3.2444
4.4440,5.5501,-3.2443
4.4457,5.5623,-3.2443
4.4472,5.5745,-3.2443
4.4485,5.5854,-3.2443
4.4495,5.5932,-3.2444
4.4503,5.6006,-3.2444
4.4514,5.6111,-3.2443
4.4520,5.6233,-3.2444
4.4514,5.6341,-3.2443
4.4497,5.6418,-3.2443
4.4457,5.6493,-3.2444
4.4402,5.6569,-3.2443
4.4346,5.6626,-3.2444
4.4277,5.6681,-3.2444
4.4209,5.6739,-3.2443
4.4150,5.6799,-3.2444
4.4103,5.6868,-3.2443
4.4066,5.6965,-3.2444
4.4040,5.7087,-3.2444
4.4032,5.7209,-3.2444
4.4039,5.7331,-3.2444
4.4072,5.7453,-3.2443
4.4113,5.7546,-3.2443
4.4163,5.7605,-3.2444
4.4227,5.7663,-3.2443
4.4290,5.7720,-3.2444
4.4352,5.7779,-3.2444
4.4404,5.7844,-3.2443
