1.5550,0.0391,-4.0918
1.5671,0.0386,-4.0918
1.5793,0.0382,-4.0918
1.5914,0.0378,-4.0918
1.6036,0.0375,-4.0918
1.6157,0.0375,-4.0918
1.6279,0.0376,-4.0918
1.6400,0.0378,-4.0918
1.6522,0.0379,-4.0918
1.6643,0.0380,-4.0918
1.6764,0.0379,-4.0918
1.6886,0.0379,-4.0918
1.7007,0.0378,-4.0918
1.7129,0.0379,-4.0918
1.7250,0.0379,-4.0918
1.7372,0.0378,-4.0918
1.7493,0.0376,-4.0918
1.7615,0.0375,-4.0918
1.7736,0.0373,-4.0918
1.7858,0.0375,-4.0918
1.7979,0.0376,-4.0918
1.8101,0.0379,-4.0918
1.8222,0.0381,-4.0918
1.8344,0.0382,-4.0918
1.8465,0.0382,-4.0918
1.8587,0.0383,-4.0918
1.8708,0.0382,-4.0918
1.8830,0.0384,-4.0918
1.8952,0.0386,-4.0918
1.9073,0.0391,-4.0918
1.9195,0.0396,-4.0918
1.9316,0.0402,-4.0918
1.9438,0.0404,-4.0918
1.9559,0.0406,-4.0918
1.9681,0.0405,-4.0918
1.9802,0.0408,-4.0918
1.9924,0.0411,-4.0918
2.0045,0.0417,-4.0918
2.0167,0.0422,-4.0918
2.0289,0.0427,-4.0918
2.0410,0.0429,-4.0918
2.0532,0.0432,-4.0918
2.0653,0.0433,-4.0918
2.0775,0.0435,-4.0918
2.0897,0.0435,-4.0918
2.1018,0.0435,-4.0918
2.1140,0.0431,-4.0918
2.1261,0.0429,-4.0918
2.1383,0.0427,-4.0918
2.1505,0.0427,-4.0918
2.1626,0.0425,-4.0918
2.1748,0.0424,-4.0918
2.1869,0.0422,-4.0918
2.1991,0.0420,-4.0918
2.2113,0.0416,-4.0918
2.2234,0.0411,-4.0918
2.2356,0.0403,-4.0918
2.2477,0.0395,-4.0918
2.2599,0.0387,-4.0918
2.2721,0.0382,-4.0918
2.2842,0.0377,-4.0918
2.2964,0.0374,-4.0918
2.3086,0.0372,-4.0918
2.3207,0.0373,-4.0918
2.3329,0.0377,-4.0918
2.3451,0.0384,-4.0918
2.3572,0.0392,-4.0918
2.3694,0.0402,-4.0918
2.3816,0.0410,-4.0918
2.3937,0.0417,-4.0918
2.4059,0.0421,-4.0918
2.4181,0.0425,-4.0918
2.4302,0.0425,-4.0918
2.4424,0.0424,-4.0918
2.4546,0.0420,-4.0918
2.4667,0.0416,-4.0918
2.4789,0.0410,-4.0918
2.4911,0.0404,-4.0918
2.5032,0.0398,-4.0918
2.5154,0.0391,-4.0918
2.5276,0.0385,-4.0918
2.5397,0.0379,-4.0918
2.5519,0.0376,-4.0918
2.5641,0.0375,-4.0918
2.5763,0.0378,-4.0918
2.5884,0.0382,-4.0918
2.6006,0.0387,-4.0918
2.6128,0.0389,-4.0918
2.6249,0.0391,-4.0918
2.6371,0.0393,-4.0918
2.6493,0.0397,-4.0918
2.6615,0.0400,-4.0918
2.6736,0.0403,-4.0918
2.6858,0.0404,-4.0918
2.6980,0.0406,-4.0918
2.7101,0.0405,-4.0918
2.7223,0.0403,-4.0918
2.7345,0.0398,-4.0918
2.7467,0.0393,-4.0918
2.7588,0.0388,-4.0918
2.7710,0.0388,-4.0918
2.7832,0.0389,-4.0918
2.7954,0.0391,-4.0918
2.8075,0.0393,-4.0918
2.8197,0.0394,-4.0918
2.8319,0.0393,-4.0918
2.8441,0.0392,-4.0918
2.8562,0.0389,-4.0918
2.8684,0.0387,-4.0918
2.8806,0.0383,-4.0918
2.8928,0.0379,-4.0918
2.9049,0.0374,-4.0918
2.9171,0.0370,-4.0918
2.9293,0.0364,-4.0918
2.9415,0.0359,-4.0918
2.9536,0.0356,-4.0918
2.9658,0.0360,-4.0918
2.9780,0.0370,-4.0918
2.9902,0.0384,-4.0918
3.0024,0.0394,-4.0918
3.0145,0.0399,-4.0918
3.0267,0.0395,-4.0918
3.0389,0.0387,-4.0918
3.0511,0.0375,-4.0918
3.0632,0.0366,-4.0918
3.0754,0.0360,-4.0918
3.0876,0.0359,-4.0918
3.0998,0.0358,-4.0918
3.1120,0.0360,-4.0918
3.1241,0.0361,-4.0918
3.1363,0.0363,-4.0918
3.1485,0.0364,-4.0918
